,pdb,beta,nsus,run,auc_,auc_01_,execution_time,count_seq_scpe,count_seq_cluster,seq_lenght,execution_time_optimization_total,contacts_count,spearman_zmip_evol_nat,par_positions_count,auc_nat,auc_nat_01,auc,auc_01,analysis,auc_di,auc01_di,auc_frob,auc01_frob,auc_di_,auc01_di_,auc_frob_,auc01_frob_
219,2TRX,15.0,10.0,10000,0.789071659083,0.536919433153,198.72541213,48001.0,3232.0,108.0,155064.659118,,,,,,,,okey_complete,0.665033219735,0.548856105776,0.7333194762,0.589077143882,,,,
220,2TRX,15.0,10.0,20000,0.802319103442,0.56168975829,462.180572033,96151.0,5348.0,108.0,155064.659118,402.0,0.0906719177196,5151.0,0.875034225316,0.746576087683,0.788735220411,0.54585770426,okey_complete,0.68705858427,0.556852516715,0.770572234792,0.593948692994,,,,
221,2TRX,15.0,15.0,1000,0.721136155038,0.500430085328,55.0207829475,12921.0,1190.0,108.0,155064.659118,,,,,,,,okey_complete,0.603708677207,0.530323805501,0.640002153339,0.557587694323,,,,
222,2TRX,15.0,15.0,5000,0.788932593787,0.541184918217,313.82454896,63581.0,4715.0,108.0,155064.659118,,,,,,,,okey_complete,0.657840470504,0.555633101074,0.72593531909,0.575703379565,,,,
223,2TRX,15.0,15.0,10000,0.812847610563,0.574895007405,845.27789402,127391.0,8591.0,108.0,155064.659118,402.0,0.101749094663,5151.0,0.875034225316,0.746576087683,0.80166768733,0.561613329261,okey_complete,0.67959891077,0.567251544032,0.760437337098,0.586851427111,,,,
224,2TRX,15.0,15.0,20000,0.837900434305,0.609511289592,2309.92839098,255001.0,15230.0,108.0,155064.659118,402.0,0.108385177506,5151.0,0.875034225316,0.746576087683,0.828870282393,0.587887997209,okey_complete,0.719630822052,0.587676136514,0.77721917249,0.599561669448,,,,
225,2TRX,20.0,1.0,1000,0.5,0.5,24.1100969315,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
226,2TRX,20.0,1.0,5000,0.5,0.5,24.8744878769,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
227,2TRX,20.0,1.0,10000,0.5,0.5,25.6831359863,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
228,2TRX,20.0,1.0,20000,0.5,0.5,26.9742090702,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
229,2TRX,20.0,2.0,1000,0.5,0.5,24.5606789589,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
230,2TRX,20.0,2.0,5000,0.5,0.5,25.8676359653,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
231,2TRX,20.0,2.0,10000,0.5,0.5,26.969408989,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
232,2TRX,20.0,2.0,20000,0.5,0.5,29.7271521091,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
233,2TRX,20.0,3.0,1000,0.5,0.5,24.5688951015,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
234,2TRX,20.0,3.0,5000,0.5,0.5,26.2156858444,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
235,2TRX,20.0,3.0,10000,0.5,0.5,28.7090108395,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
236,2TRX,20.0,3.0,20000,0.5,0.5,33.0168859959,1.0,1.0,108.0,155064.659118,,,,,,,,okey_complete,0.518979287574,0.511972308044,0.489749958503,0.5,,,,
237,2TRX,20.0,5.0,1000,0.565131863399,0.481874660542,25.5011880398,11.0,7.0,108.0,155064.659118,,,,,,,,okey_complete,0.549044530744,0.502946188391,0.534644078543,0.49123431493,,,,
238,2TRX,20.0,5.0,5000,0.597467494541,0.494658610481,28.3536570072,31.0,18.0,108.0,155064.659118,,,,,,,,okey_complete,0.551098427016,0.520234447376,0.558622401601,0.516465848723,,,,
239,2TRX,20.0,5.0,10000,0.621911802261,0.499730771489,32.1629788876,71.0,29.0,108.0,155064.659118,,,,,,,,okey_complete,0.556051853591,0.517537023899,0.548408996768,0.515228883611,,,,
240,2TRX,20.0,5.0,20000,0.625289824719,0.500292062444,39.7456328869,171.0,34.0,108.0,155064.659118,,,,,,,,okey_complete,0.54189813811,0.512620619147,0.544490369043,0.499798791207,,,,
241,2TRX,20.0,7.0,1000,0.627127172263,0.485818081834,25.7047650814,131.0,32.0,108.0,155064.659118,,,,,,,,okey_complete,0.516856604095,0.508215227027,0.517563168339,0.505286674519,,,,
242,2TRX,20.0,7.0,5000,0.671394605784,0.500646592669,31.064314127,791.0,100.0,108.0,155064.659118,,,,,,,,okey_complete,0.585896529087,0.521651567148,0.583399254406,0.514827466817,,,,
243,2TRX,20.0,7.0,10000,0.676528222248,0.501280007731,36.6274158955,1501.0,133.0,108.0,155064.659118,,,,,,,,okey_complete,0.574276724951,0.523403194349,0.562304760224,0.517147953471,,,,
244,2TRX,20.0,7.0,20000,0.700559548181,0.50364638848,48.9954190254,3211.0,214.0,108.0,155064.659118,,,,,,,,okey_complete,0.607302808761,0.519751857035,0.594216042672,0.523531772154,,,,
245,2TRX,20.0,10.0,1000,0.677981243884,0.495018349409,27.8338048458,1371.0,158.0,108.0,155064.659118,,,,,,,,okey_complete,0.593214142052,0.515870867577,0.571238124861,0.509946195385,,,,
246,2TRX,20.0,10.0,5000,0.721672188542,0.500952403671,39.6611289978,6821.0,403.0,108.0,155064.659118,,,,,,,,okey_complete,0.638892585786,0.537181265492,0.656114808839,0.555683654021,,,,
247,2TRX,20.0,10.0,10000,0.733612419121,0.511746407171,53.3941600323,13911.0,587.0,108.0,155064.659118,,,,,,,,okey_complete,0.642491203462,0.54565905112,0.656733146013,0.567451295377,,,,
248,2TRX,20.0,10.0,20000,0.744272406158,0.51371860215,82.4973680973,27171.0,806.0,108.0,155064.659118,,,,,,,,okey_complete,0.655634793765,0.56480968112,0.689584271057,0.579140401933,,,,
249,2TRX,20.0,15.0,1000,0.706573911519,0.506215797866,34.0998420715,6341.0,428.0,108.0,155064.659118,,,,,,,,okey_complete,0.621481945601,0.52935203164,0.633460639512,0.558217617616,,,,
250,2TRX,20.0,15.0,5000,0.753713675513,0.521303969763,85.2888960838,33091.0,1341.0,108.0,155064.659118,,,,,,,,okey_complete,0.62730044607,0.541974180941,0.696054754617,0.566470401744,,,,
251,2TRX,20.0,15.0,10000,0.778512810442,0.536369606668,159.119293928,64571.0,2082.0,108.0,155064.659118,,,,,,,,okey_complete,0.675374479049,0.559505844581,0.724333025785,0.583265192538,,,,
252,2TRX,20.0,15.0,20000,0.791750983782,0.553055663145,333.574453115,128091.0,3240.0,108.0,155064.659118,,,,,,,,okey_complete,0.68416578315,0.563091459698,0.748230598643,0.592358488958,,,,
